4.974140000000000000e+05,5.419518000000000000e+06,2.699250030499999866e+02,1.000000000000000000e+00
4.974140000000000000e+05,5.419519000000000000e+06,2.695950012000000129e+02,1.000000000000000000e+00
4.974140000000000000e+05,5.419520000000000000e+06,2.692400054999999952e+02,1.000000000000000000e+00
4.974140000000000000e+05,5.419521000000000000e+06,2.689550018500000306e+02,1.000000000000000000e+00
4.974140000000000000e+05,5.419522000000000000e+06,2.685933329000000072e+02,1.000000000000000000e+00
4.974140000000000000e+05,5.419523000000000000e+06,2.686549987500000043e+02,1.000000000000000000e+00
4.974140000000000000e+05,5.419524000000000000e+06,2.688549957500000005e+02,1.000000000000000000e+00
4.974140000000000000e+05,5.419525000000000000e+06,2.685833333666666931e+02,1.000000000000000000e+00
4.974140000000000000e+05,5.419526000000000000e+06,2.683450012249999759e+02,1.000000000000000000e+00
4.974140000000000000e+05,5.419527000000000000e+06,2.680419982800000298e+02,1.000000000000000000e+00
4.974140000000000000e+05,5.419528000000000000e+06,2.678600056999999879e+02,1.000000000000000000e+00
4.974140000000000000e+05,5.419529000000000000e+06,2.676150054999999952e+02,1.000000000000000000e+00
4.974140000000000000e+05,5.419530000000000000e+06,2.673150024500000086e+02,1.000000000000000000e+00
4.974140000000000000e+05,5.419531000000000000e+06,2.670599975499999914e+02,1.000000000000000000e+00
4.974140000000000000e+05,5.419532000000000000e+06,2.668000030499999866e+02,1.000000000000000000e+00
4.974140000000000000e+05,5.419533000000000000e+06,2.664666544666666255e+02,1.000000000000000000e+00
4.974140000000000000e+05,5.419534000000000000e+06,2.648166605666667124e+02,1.000000000000000000e+00
4.974140000000000000e+05,5.419535000000000000e+06,2.642649993999999651e+02,0.000000000000000000e+00
4.974140000000000000e+05,5.419536000000000000e+06,2.720299987999999871e+02,0.000000000000000000e+00
4.974140000000000000e+05,5.419537000000000000e+06,2.737950058000000126e+02,2.000000000000000000e+00
4.974140000000000000e+05,5.419538000000000000e+06,2.751875000000000000e+02,2.000000000000000000e+00
4.974140000000000000e+05,5.419539000000000000e+06,2.750000000000000000e+02,2.000000000000000000e+00
4.974140000000000000e+05,5.419540000000000000e+06,2.756299896500000273e+02,2.000000000000000000e+00
4.974140000000000000e+05,5.419541000000000000e+06,2.750833332999999925e+02,2.000000000000000000e+00
4.974140000000000000e+05,5.419542000000000000e+06,2.737899932999999919e+02,2.000000000000000000e+00
4.974140000000000000e+05,5.419543000000000000e+06,2.726600036500000215e+02,2.000000000000000000e+00
4.974140000000000000e+05,5.419544000000000000e+06,2.711800079500000038e+02,2.000000000000000000e+00
4.974140000000000000e+05,5.419545000000000000e+06,2.638050028333333330e+02,0.000000000000000000e+00
4.974140000000000000e+05,5.419546000000000000e+06,2.631033426666666628e+02,0.000000000000000000e+00
4.974140000000000000e+05,5.419547000000000000e+06,2.624000040666666678e+02,0.000000000000000000e+00
4.974140000000000000e+05,5.419548000000000000e+06,2.624449921000000359e+02,0.000000000000000000e+00
4.974140000000000000e+05,5.419549000000000000e+06,2.624700012499999957e+02,0.000000000000000000e+00
