6.302230000000000000e+05,4.834133000000000000e+06,5.343454545454545013e+01
6.302230000000000000e+05,4.834134000000000000e+06,5.460916666666666686e+01
6.302230000000000000e+05,4.834135000000000000e+06,5.760516666666665486e+01
6.302230000000000000e+05,4.834136000000000000e+06,5.864214285714285779e+01
6.302240000000000000e+05,4.834132000000000000e+06,5.035000000000000142e+01
6.302240000000000000e+05,4.834133000000000000e+06,5.148333333333334139e+01
6.302240000000000000e+05,4.834134000000000000e+06,5.047999999999999687e+01
6.302250000000000000e+05,4.834127000000000000e+06,8.123933333333333451e+01
6.302250000000000000e+05,4.834128000000000000e+06,8.385718750000000909e+01
6.302250000000000000e+05,4.834129000000000000e+06,8.050171428571428578e+01
6.302260000000000000e+05,4.834124000000000000e+06,6.458500000000000796e+01
6.302260000000000000e+05,4.834125000000000000e+06,6.691363636363634271e+01
6.302260000000000000e+05,4.834126000000000000e+06,6.900583333333332803e+01
6.302260000000000000e+05,4.834127000000000000e+06,7.401405405405407123e+01
6.302270000000000000e+05,4.834121000000000000e+06,5.025000000000000000e+01
6.302270000000000000e+05,4.834122000000000000e+06,5.251285714285713624e+01
6.302270000000000000e+05,4.834123000000000000e+06,6.868720000000000425e+01
6.302270000000000000e+05,4.834124000000000000e+06,7.244741935483870066e+01
6.302270000000000000e+05,4.834125000000000000e+06,8.856724137931033169e+01
6.302270000000000000e+05,4.834126000000000000e+06,8.866200000000002035e+01
6.302280000000000000e+05,4.834118000000000000e+06,9.001857142857144822e+01
6.302280000000000000e+05,4.834119000000000000e+06,8.982071428571428839e+01
6.302280000000000000e+05,4.834120000000000000e+06,9.065250000000001762e+01
6.302280000000000000e+05,4.834121000000000000e+06,9.146333333333332405e+01
6.302280000000000000e+05,4.834122000000000000e+06,9.145909090909093209e+01
6.302280000000000000e+05,4.834123000000000000e+06,9.143999999999999773e+01
6.302290000000000000e+05,4.834118000000000000e+06,6.669499999999999318e+01
6.302290000000000000e+05,4.834119000000000000e+06,5.062250000000000938e+01
6.302290000000000000e+05,4.834120000000000000e+06,9.134000000000000341e+01
6.302290000000000000e+05,4.834121000000000000e+06,9.135000000000000853e+01
6.302290000000000000e+05,4.834122000000000000e+06,9.134499999999999886e+01
6.302290000000000000e+05,4.834123000000000000e+06,9.134400000000000830e+01
6.302290000000000000e+05,4.834124000000000000e+06,9.134142857142855121e+01
6.302290000000000000e+05,4.834125000000000000e+06,9.132176470588234451e+01
6.302290000000000000e+05,4.834126000000000000e+06,9.132151515151515753e+01
6.302300000000000000e+05,4.834119000000000000e+06,9.068777777777778226e+01
6.302300000000000000e+05,4.834120000000000000e+06,9.136571428571427589e+01
6.302300000000000000e+05,4.834121000000000000e+06,9.137000000000000455e+01
6.302300000000000000e+05,4.834123000000000000e+06,9.828799999999998249e+01
6.302300000000000000e+05,4.834124000000000000e+06,9.827371428571429135e+01
6.302310000000000000e+05,4.834119000000000000e+06,8.493882352941177771e+01
6.302310000000000000e+05,4.834120000000000000e+06,9.387142857142855235e+01
6.302310000000000000e+05,4.834121000000000000e+06,9.634588235294117453e+01
6.302310000000000000e+05,4.834122000000000000e+06,9.830071428571424974e+01
6.302310000000000000e+05,4.834123000000000000e+06,9.829666666666666686e+01
6.302320000000000000e+05,4.834116000000000000e+06,7.042250000000001364e+01
6.302320000000000000e+05,4.834118000000000000e+06,7.950999999999999091e+01
6.302320000000000000e+05,4.834119000000000000e+06,8.554333333333333655e+01
6.302320000000000000e+05,4.834121000000000000e+06,9.826166666666665606e+01
6.302320000000000000e+05,4.834122000000000000e+06,9.825181818181818016e+01
6.302320000000000000e+05,4.834123000000000000e+06,9.825533333333332564e+01
6.302320000000000000e+05,4.834124000000000000e+06,9.825949999999998852e+01
6.302320000000000000e+05,4.834125000000000000e+06,9.827840000000001908e+01
6.302330000000000000e+05,4.834113000000000000e+06,5.006000000000000227e+01
6.302330000000000000e+05,4.834115000000000000e+06,7.894666666666665833e+01
6.302330000000000000e+05,4.834116000000000000e+06,8.899500000000000455e+01
6.302330000000000000e+05,4.834117000000000000e+06,9.825124999999999886e+01
6.302330000000000000e+05,4.834118000000000000e+06,9.825857142857141469e+01
6.302330000000000000e+05,4.834119000000000000e+06,9.827000000000001023e+01
6.302330000000000000e+05,4.834120000000000000e+06,9.827899999999999636e+01
6.302330000000000000e+05,4.834121000000000000e+06,9.828250000000001307e+01
6.302330000000000000e+05,4.834125000000000000e+06,9.821888888888889824e+01
6.302340000000000000e+05,4.834113000000000000e+06,9.832999999999999829e+01
6.302340000000000000e+05,4.834114000000000000e+06,9.829333333333333655e+01
6.302340000000000000e+05,4.834115000000000000e+06,9.826500000000000057e+01
6.302340000000000000e+05,4.834119000000000000e+06,9.818500000000000227e+01
6.302340000000000000e+05,4.834120000000000000e+06,9.873384615384617291e+01
6.302340000000000000e+05,4.834121000000000000e+06,9.877636363636362660e+01
6.302340000000000000e+05,4.834122000000000000e+06,9.818899999999999295e+01
6.302340000000000000e+05,4.834123000000000000e+06,9.818285714285717347e+01
6.302340000000000000e+05,4.834124000000000000e+06,9.818823529411764639e+01
